src_type,category,subcategory,year,em_type,tons_per_day,population,TpDpCap
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,co,51.64884581,1558970.0,3.313010886033727e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,co,55.33054004,1558970.0,3.549172853871466e-05
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,co,44.06348339,1558970.0,2.826448449296651e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,co,10.04989471,1558970.0,6.446496539381772e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,co,1.39035448,1558970.0,8.918417160047981e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,co,5.98030428,1558970.0,3.836061168592084e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,co,3.38156539,1558970.0,2.169102285483364e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,co,0.24850095,1558970.0,1.594007261204513e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,co,0.08721038,1558970.0,5.5941025164050624e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,co,1.08628271,1558970.0,6.967951339666576e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,co,13.46655055,1558970.0,8.638107564609966e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,co,4.50466697,1558970.0,2.8895148527553447e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,co,0.37160975,1558970.0,2.3836876270871153e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,co,0.02295672,1558970.0,1.4725568805044356e-08
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,co,0.50551237,1558970.0,3.2426048609017495e-07
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,co,0.18403408,1558970.0,1.180485063856264e-07
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,co,0.33097284,1558970.0,2.1230225084510925e-07
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,co,0.02952866,1558970.0,1.8941134210408156e-08
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,co,0.02523083,1558970.0,1.6184294758718896e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,co,4.80622463,1558970.0,3.0829487610409438e-06
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,co,3.06341263,1558970.0,1.965023464210344e-06
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,co,1.59787775,1558970.0,1.0249573436307307e-06
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,co,8.26516683,1558970.0,5.301684336452915e-06
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,co,2.25840353,1558970.0,1.4486510516559008e-06
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,co,107.42581249,1558970.0,6.890819739315061e-05
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,co,2.21665978,1558970.0,1.4218745582018898e-06
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,co,3.67881075,1558970.0,2.3597700725479e-06
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,co,0.0,1558970.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,co,0.0,1558970.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,co,0.0,1558970.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,co,13.88089657,1558970.0,8.903889471894906e-06
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nh3,0.02260959,1558970.0,1.4502902557457808e-08
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nh3,0.00010323,1558970.0,6.621679698775474e-11
STATIONARY,FUEL COMBUSTION,OIL AND GAS PRODUCTION (COMBUSTION),2000,nh3,0.0,1558970.0,0.0
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nh3,0.20400992,1558970.0,1.3086199221280718e-07
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nh3,0.0,1558970.0,0.0
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nh3,0.0663116,1558970.0,4.2535520247342796e-08
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nh3,0.0,1558970.0,0.0
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,nh3,0.03861009,1558970.0,2.47664098731855e-08
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,nh3,0.31254712,1558970.0,2.0048308819284527e-07
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,nh3,0.0,1558970.0,0.0
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,nh3,0.0,1558970.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,nh3,0.29491577,1558970.0,1.8917347351135688e-07
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,nh3,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,nh3,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,nh3,0.00806716,1558970.0,5.1746730212896975e-09
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,nh3,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,nh3,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,nh3,0.0,1558970.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OIL AND GAS PRODUCTION,2000,nh3,1.92e-06,1558970.0,1.2315823909376062e-12
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM REFINING,2000,nh3,0.0,1558970.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,nh3,0.00010685,1558970.0,6.853884295400168e-11
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OTHER (PETROLEUM PRODUCTION AND MARKETING),2000,nh3,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,nh3,0.02795108,1558970.0,1.7929196841504328e-08
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,nh3,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,nh3,0.0575564,1558970.0,3.6919504544667315e-08
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,nh3,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,WOOD AND PAPER,2000,nh3,0.00050423,1558970.0,3.234379109283694e-10
STATIONARY,INDUSTRIAL PROCESSES,GLASS AND RELATED PRODUCTS,2000,nh3,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,nh3,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nh3,0.12671216,1558970.0,8.127940884045234e-08
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nh3,2.431869,1558970.0,1.559920332014086e-06
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nh3,0.01906849,1558970.0,1.2231466930088455e-08
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nh3,11.43198579,1558970.0,7.3330377043817394e-06
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nh3,0.00116986,1558970.0,7.504057165949312e-10
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nh3,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nh3,2.21325543,1558970.0,1.4196908407474165e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nh3,1.29186488,1558970.0,8.286656446243354e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nh3,0.26085937,1558970.0,1.6732802427243627e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nh3,0.40412275,1558970.0,2.592241993110836e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nh3,0.22891653,1558970.0,1.4683831632423973e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nh3,0.02857173,1558970.0,1.832731226386653e-08
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nh3,0.00386396,1558970.0,2.4785339037954547e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nh3,0.00455492,1558970.0,2.9217496167341256e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nh3,0.00110981,1558970.0,7.118866944200337e-10
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nh3,0.00682206,1558970.0,4.376004669749899e-09
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nh3,0.00238978,1558970.0,1.5329223782369129e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nh3,0.01673442,1558970.0,1.0734279684663592e-08
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,nh3,0.08657124,1558970.0,5.553104934668402e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,nh3,0.00060285,1558970.0,3.8669762727955e-10
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,nh3,0.01351599,1558970.0,8.669820458379572e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,nh3,8.275e-05,1558970.0,5.307991815108694e-11
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,nh3,0.00014156,1558970.0,9.080354336517059e-11
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,nh3,0.00125781,1558970.0,8.068211703881409e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,nh3,0.00051825,1558970.0,3.3243102817886174e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,nh3,0.00018165,1558970.0,1.1651924026761258e-10
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,nh3,0.00029278,1558970.0,1.8780348563474604e-10
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,nh3,0.00486753,1558970.0,3.1222730392502742e-09
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,nh3,0.0,1558970.0,0.0
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,nh3,0.00504117,1558970.0,3.233654271730694e-09
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,nh3,0.0009083,1558970.0,5.826282737961603e-10
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,nh3,0.00028381,1558970.0,1.8204968665208438e-10
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,nh3,0.01012442,1558970.0,6.494300724196104e-09
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,nh3,0.00223219,1558970.0,1.4318364048057374e-09
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,nh3,0.00039475,1558970.0,2.5321205667844795e-10
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,nh3,0.0,1558970.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,nh3,0.78499998,1558970.0,5.035375792991526e-07
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,nh3,1.93452054,1558970.0,1.2408965791516194e-06
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,nh3,0.13880898,1558970.0,8.903890389167206e-08
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nox,0.03012055,1558970.0,1.932080155487277e-08
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nox,0.11005097,1558970.0,7.05921024779181e-08
STATIONARY,FUEL COMBUSTION,OIL AND GAS PRODUCTION (COMBUSTION),2000,nox,0.0,1558970.0,0.0
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nox,1.98315529,1558970.0,1.2720932987806051e-06
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nox,0.08202142,1558970.0,5.2612571120675826e-08
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nox,6.14271353,1558970.0,3.94023844589697e-06
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nox,1.27969184,1558970.0,8.20857258317992e-07
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,nox,0.00082192,1558970.0,5.272198951872069e-10
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,nox,0.0,1558970.0,0.0
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,nox,0.10185479,1558970.0,6.533466968575406e-08
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,nox,0.0,1558970.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,nox,0.08938355,1558970.0,5.7335003239318275e-08
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,nox,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,nox,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.1025976,1558970.0,6.581114453773966e-08
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,nox,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,nox,0.0,1558970.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,nox,0.0,1558970.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OIL AND GAS PRODUCTION,2000,nox,0.0,1558970.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM REFINING,2000,nox,2.74e-06,1558970.0,1.7575707037338757e-12
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,nox,0.002,1558970.0,1.28289832389334e-09
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OTHER (PETROLEUM PRODUCTION AND MARKETING),2000,nox,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,nox,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,nox,0.00023602,1558970.0,1.5139483120265303e-10
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,nox,0.34146864,1558970.0,2.1903477295906912e-07
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,nox,0.00027397,1558970.0,1.7573782689852916e-10
STATIONARY,INDUSTRIAL PROCESSES,WOOD AND PAPER,2000,nox,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,GLASS AND RELATED PRODUCTS,2000,nox,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,nox,0.0,1558970.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nox,0.00027397,1558970.0,1.7573782689852916e-10
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nox,0.0,1558970.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.0,1558970.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nox,0.0,1558970.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nox,3.14887581,1558970.0,2.019843749398641e-06
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nox,0.0090411,1558970.0,5.799406018076037e-09
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nox,0.00719041,1558970.0,4.612282468552955e-09
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nox,0.0,1558970.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nox,0.0,1558970.0,0.0
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nox,19.31485658,1558970.0,1.2389498566361123e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nox,6.28111493,1558970.0,4.0290159079392165e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nox,10.42953436,1558970.0,6.690016074715999e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nox,6.03723944,1558970.0,3.8725821792593825e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nox,1.22328799,1558970.0,7.846770560049263e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nox,0.15593526,1558970.0,1.0002454184493608e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nox,0.53108496,1558970.0,3.4066400251448076e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nox,0.54228198,1558970.0,3.4784632160978085e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nox,2.38714483,1558970.0,1.5312320506488258e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nox,0.84298583,1558970.0,5.40732554186418e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nox,7.83577918,1558970.0,5.026253988210165e-06
