src_type,category,subcategory,year,em_type,tons_per_day,population,TpDpCap
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,co,32.86667501,1230155.0,2.6717507151537815e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,co,42.38233525,1230155.0,3.4452841511842e-05
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,co,32.54897861,1230155.0,2.6459249940048203e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,co,11.40499102,1230155.0,9.271182103068313e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,co,1.81917287,1230155.0,1.4788159784742574e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,co,8.60440389,1230155.0,6.994568887660499e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,co,5.95765366,1230155.0,4.8430105637094514e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,co,0.32124795,1230155.0,2.61144286695579e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,co,0.0865875,1230155.0,7.038747149749422e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,co,1.5200575,1230155.0,1.2356633920115758e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,co,3.03702043,1230155.0,2.4688111904597387e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,co,3.47656123,1230155.0,2.826116408094915e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,co,0.55066016,1230155.0,4.4763477773126145e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,co,0.03204876,1230155.0,2.605261938536201e-08
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,co,0.71308301,1230155.0,5.796692368034922e-07
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,co,0.04858351,1230155.0,3.94938117554292e-08
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,co,0.37763201,1230155.0,3.0697920993695916e-07
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,co,0.04882612,1230155.0,3.969103080506115e-08
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,co,0.11182572,1230155.0,9.0903764159801e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,co,3.23721901,1230155.0,2.6315537554210647e-06
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,co,5.78714566,1230155.0,4.7044036401916834e-06
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,co,0.188123,1230155.0,1.5292625726026396e-07
MOBILE,OTHER MOBILE SOURCES,COMMERCIAL HARBOR CRAFT,2000,co,0.0631013,1230155.0,5.129540586348875e-08
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,co,14.82036218,1230155.0,1.2047556755043064e-05
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,co,0.297194,1230155.0,2.4159069385565236e-07
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,co,85.82706039,1230155.0,6.976930581105633e-05
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,co,0.99245969,1230155.0,8.067761298372969e-07
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,co,2.48289311,1230155.0,2.0183579386337493e-06
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,co,0.0,1230155.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,co,0.0,1230155.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,co,0.0,1230155.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,co,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,OIL AND GAS PRODUCTION (COMBUSTION),2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nh3,0.0,1230155.0,0.0
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,nh3,0.00258687,1230155.0,2.1028813442208502e-09
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,nh3,0.24591736,1230155.0,1.999076213973036e-07
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,nh3,0.0,1230155.0,0.0
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,nh3,0.0,1230155.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,nh3,0.01469402,1230155.0,1.1944852477939773e-08
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,nh3,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,nh3,2.04e-06,1230155.0,1.6583276091224276e-12
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,nh3,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,nh3,1.49e-06,1230155.0,1.2112294792119691e-12
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,nh3,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,nh3,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OIL AND GAS PRODUCTION,2000,nh3,4e-08,1230155.0,3.2516227629851526e-14
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM REFINING,2000,nh3,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,nh3,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OTHER (PETROLEUM PRODUCTION AND MARKETING),2000,nh3,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,nh3,0.06978082,1230155.0,5.6725225682942385e-08
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,nh3,0.01876438,1230155.0,1.5253671285325834e-08
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,nh3,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,nh3,0.00032877,1230155.0,2.672590039466571e-10
STATIONARY,INDUSTRIAL PROCESSES,WOOD AND PAPER,2000,nh3,0.00136577,1230155.0,1.1102422052505579e-09
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,nh3,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nh3,0.00087808,1230155.0,7.137962289305007e-10
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nh3,2.37512898,1230155.0,1.9307558640984267e-06
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nh3,0.42555631,1230155.0,3.459371461319915e-07
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nh3,4.02472285,1230155.0,3.271720108441619e-06
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nh3,0.02159193,1230155.0,1.75522027711955e-08
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nh3,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nh3,2.05258679,1230155.0,1.668559482341656e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nh3,1.10746065,1230155.0,9.002610646625831e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nh3,0.17325042,1230155.0,1.4083625234218452e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nh3,0.32592416,1230155.0,2.6494560441570375e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nh3,0.1671435,1230155.0,1.358719023212522e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nh3,0.04017405,1230155.0,3.265771386532592e-08
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nh3,0.00414753,1230155.0,3.371550739540952e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nh3,0.0078513,1230155.0,6.3823664497563315e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nh3,0.00101067,1230155.0,8.21579394466551e-10
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nh3,0.00976667,1230155.0,7.939381622641048e-09
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nh3,0.00255076,1230155.0,2.073527319728002e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nh3,0.01619431,1230155.0,1.316444675670952e-08
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,nh3,0.01606601,1230155.0,1.306015095658677e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,nh3,0.00050987,1230155.0,4.1447622454080995e-10
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,nh3,0.02101246,1230155.0,1.708114831057875e-08
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,nh3,0.00021127,1230155.0,1.717425852839683e-10
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,nh3,0.00030329,1230155.0,2.465461669464417e-10
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,nh3,0.00040136,1230155.0,3.262678280379302e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,nh3,0.0006953,1230155.0,5.652133267758941e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,nh3,0.00027998,1230155.0,2.2759733529514573e-10
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,nh3,0.00068132,1230155.0,5.53848905219261e-10
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,nh3,0.002831,1230155.0,2.301336010502742e-09
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,nh3,0.0,1230155.0,0.0
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,nh3,0.0005932,1230155.0,4.82215655750698e-10
MOBILE,OTHER MOBILE SOURCES,COMMERCIAL HARBOR CRAFT,2000,nh3,0.0,1230155.0,0.0
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,nh3,0.00161733,1230155.0,1.3147367608146941e-09
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,nh3,4.681e-05,1230155.0,3.8052115383833744e-11
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,nh3,0.00794773,1230155.0,6.4607549455149965e-09
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,nh3,0.00099941,1230155.0,8.124260763887478e-10
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,nh3,0.00026768,1230155.0,2.175985952989664e-10
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,nh3,0.0,1230155.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,nh3,0.0019,1230155.0,1.5445208124179474e-09
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,nh3,0.11238356,1230155.0,9.135723547032691e-08
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,nh3,0.0,1230155.0,0.0
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nox,0.44468493,1230155.0,3.6148691018611474e-07
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nox,0.02398626,1230155.0,1.949856725372006e-08
STATIONARY,FUEL COMBUSTION,OIL AND GAS PRODUCTION (COMBUSTION),2000,nox,0.00744553,1230155.0,6.05251370762221e-09
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nox,0.20542042,1230155.0,1.669874284134926e-07
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nox,0.36550186,1230155.0,2.9711854197235306e-07
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nox,0.92535113,1230155.0,7.522231995155082e-07
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nox,0.34396616,1230155.0,2.7961204888814826e-07
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,nox,0.0,1230155.0,0.0
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,nox,0.01764384,1230155.0,1.4342777942616989e-08
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,nox,0.01413699,1230155.0,1.1492039621023367e-08
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,nox,0.0,1230155.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,nox,0.0,1230155.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,nox,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OIL AND GAS PRODUCTION,2000,nox,2.895e-05,1230155.0,2.3533619747105038e-11
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM REFINING,2000,nox,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,nox,0.0,1230155.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,OTHER (PETROLEUM PRODUCTION AND MARKETING),2000,nox,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,nox,0.05156164,1230155.0,4.1914750580211436e-08
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,nox,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,nox,0.24218534,1230155.0,1.9687384110132462e-07
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,nox,0.00720692,1230155.0,5.858546280753238e-09
STATIONARY,INDUSTRIAL PROCESSES,WOOD AND PAPER,2000,nox,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,nox,0.0,1230155.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nox,0.01844748,1230155.0,1.4996061471928334e-08
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nox,0.0,1230155.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.0,1230155.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nox,0.0,1230155.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nox,3.45461085,1230155.0,2.8082728192788712e-06
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nox,0.00963037,1230155.0,7.82858257699233e-09
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nox,0.20054068,1230155.0,1.630206599981303e-07
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nox,0.0,1230155.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nox,0.0,1230155.0,0.0
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nox,16.50632578,1230155.0,1.3418086159874163e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nox,4.15702173,1230155.0,3.3792666208729797e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nox,8.43959982,1230155.0,6.860598721299348e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nox,4.55015898,1230155.0,3.6988501286423256e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nox,1.46342876,1230155.0,1.1896295670057838e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nox,0.19472189,1230155.0,1.5829053249387272e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nox,0.91175667,1230155.0,7.411721856188855e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nox,0.62339966,1230155.0,5.067651312233012e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nox,2.68326965,1230155.0,2.1812451682918006e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nox,0.71553456,1230155.0,5.816621157496413e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nox,8.53365062,1230155.0,6.937053151838589e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,nox,13.86474913,1230155.0,1.1270733468546646e-05
