src_type,category,subcategory,year,em_type,tons_per_day,population,TpDpCap
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,co,18.50676435,2826314.0,6.548021327425049e-06
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,co,0.76121396,2826314.0,2.693309943622683e-07
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,co,1.09596717,2826314.0,3.877726147908548e-07
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,co,7.61708466,2826314.0,2.6950595935200406e-06
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,co,2.21167723,2826314.0,7.825306140789734e-07
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,co,0.4344963,2826314.0,1.5373249398332953e-07
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,co,0.03690156,2826314.0,1.3056426143733499e-08
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,co,0.05441961,2826314.0,1.9254622805533992e-08
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,co,0.00089845,2826314.0,3.1788753832730543e-10
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,co,0.0,2826314.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,co,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,co,0.0,2826314.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,co,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,co,0.00100287,2826314.0,3.5483318555546204e-10
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,co,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,co,0.44979753,2826314.0,1.5914634042785056e-07
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,co,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,GLASS AND RELATED PRODUCTS,2000,co,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,co,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,co,0.03898137,2826314.0,1.379229979400732e-08
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,co,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,co,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,co,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,co,18.6499402,2826314.0,6.598679481473042e-06
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,co,0.60678231,2826314.0,2.1469033872386438e-07
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,co,4.06557041,2826314.0,1.4384708882311025e-06
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,co,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,co,0.0,2826314.0,0.0
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,co,304.03590623,2826314.0,0.00010757329377769067
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,co,85.0432501,2826314.0,3.0089809589451135e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,co,111.79579546,2826314.0,3.9555334424978964e-05
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,co,67.4012866,2826314.0,2.3847770134528578e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,co,22.5683793,2826314.0,7.98509270378309e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,co,2.96126381,2826314.0,1.0477476352592106e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,co,9.06823561,2826314.0,3.2085025266124005e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,co,3.73329097,2826314.0,1.3209045314851783e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,co,0.42694248,2826314.0,1.5105981854811603e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,co,0.13505924,2826314.0,4.778635353325922e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,co,2.43597685,2826314.0,8.618917961698523e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,co,8.77235997,2826314.0,3.103816479697585e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,co,11.42505276,2826314.0,4.0423862175257245e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,co,0.76720548,2826314.0,2.714509003599742e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,co,0.01618877,2826314.0,5.727873831428497e-09
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,co,1.33605401,2826314.0,4.72719595204213e-07
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,co,0.1570416,2826314.0,5.556410221935709e-08
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,co,1.01148221,2826314.0,3.57880338136527e-07
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,co,0.09193349,2826314.0,3.252769862088926e-08
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,co,0.18073096,2826314.0,6.394581776830176e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,co,11.0589813,2826314.0,3.912863645016088e-06
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,co,19.64789774,2826314.0,6.951774551589102e-06
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,co,0.30039505,2826314.0,1.0628509429596287e-07
MOBILE,OTHER MOBILE SOURCES,OCEAN GOING VESSELS,2000,co,3.66666677,2826314.0,1.2973317083664448e-06
MOBILE,OTHER MOBILE SOURCES,COMMERCIAL HARBOR CRAFT,2000,co,0.54117024,2826314.0,1.914756251428539e-07
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,co,31.5360909,2826314.0,1.1158028053500072e-05
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,co,0.38546495,2826314.0,1.363843330925014e-07
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,co,195.4615873,2826314.0,6.915777486153343e-05
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,co,1.42005108,2826314.0,5.02439247726898e-07
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,co,3.75588956,2826314.0,1.328900313270217e-06
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,co,0.0,2826314.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,co,0.0,2826314.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,co,0.0,2826314.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,co,38.45693207,2826314.0,1.3606744356784137e-05
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nh3,0.0,2826314.0,0.0
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nh3,0.0,2826314.0,0.0
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nh3,0.00805832,2826314.0,2.851176479329615e-09
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nh3,0.0,2826314.0,0.0
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nh3,0.00197058,2826314.0,6.972261397707402e-10
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nh3,0.0,2826314.0,0.0
